BOUNDARIES, ELEMENTS
    1  63   64   608   607    31
    2  64   96   640   608    62
    3  96   128   672   640    93
    4  128   160   704   672    124
    5  160   192   736   704    155
    6  192   224   768   736    186
    7  224   256   800   768    217
    8  256   288   832   800    248
    9  288   320   864   832    279
    10  320   352   896   864    310
    11  352   384   928   896    341
    12  384   416   960   928    372
    13  416   448   992   960    403
    14  448   480   1024   992    434
    15  480   512   1056   1024    465
    16  512   544   1088   1056    496
    17  607   608   1144   1143    523
    18  608   640   1172   1144    550
    19  640   672   1200   1172    577
    20  672   704   1228   1200    604
    21  704   736   1256   1228    631
    22  736   768   1284   1256    658
    23  768   800   1312   1284    685
    24  800   832   1340   1312    712
    25  832   864   1368   1340    739
    26  864   896   1396   1368    766
    27  896   928   1424   1396    793
    28  928   960   1452   1424    820
    29  960   992   1480   1452    847
    30  992   1024   1508   1480    874
    31  1024   1056   1536   1508    901
    32  1056   1088   1564   1536    928
    33  1143   1144   1614   1613    952
    34  1144   1172   1639   1614    976
    35  1172   1200   1664   1639    1000
    36  1200   1228   1689   1664    1024
    37  1228   1256   1714   1689    1048
    38  1256   1284   1739   1714    1072
    39  1284   1312   1764   1739    1096
    40  1312   1340   1789   1764    1120
    41  1340   1368   1814   1789    1144
    42  1368   1396   1839   1814    1168
    43  1396   1424   1864   1839    1192
    44  1424   1452   1889   1864    1216
    45  1452   1480   1914   1889    1240
    46  1480   1508   1939   1914    1264
    47  1508   1536   1964   1939    1288
    48  1536   1564   1989   1964    1312
    49  1613   1614   2033   2032    1333
    50  1614   1639   2055   2033    1354
    51  1639   1664   2077   2055    1375
    52  1664   1689   2099   2077    1396
    53  1689   1714   2121   2099    1417
    54  1714   1739   2143   2121    1438
    55  1739   1764   2165   2143    1459
    56  1764   1789   2187   2165    1480
    57  1789   1814   2209   2187    1501
    58  1814   1839   2231   2209    1522
    59  1839   1864   2253   2231    1543
    60  1864   1889   2275   2253    1564
    61  1889   1914   2297   2275    1585
    62  1914   1939   2319   2297    1606
    63  1939   1964   2341   2319    1627
    64  1964   1989   2363   2341    1648
    65  2032   2033   2401   2400    1666
    66  2033   2055   2420   2401    1684
    67  2055   2077   2439   2420    1702
    68  2077   2099   2458   2439    1720
    69  2099   2121   2477   2458    1738
    70  2121   2143   2496   2477    1756
    71  2143   2165   2515   2496    1774
    72  2165   2187   2534   2515    1792
    73  2187   2209   2553   2534    1810
    74  2209   2231   2572   2553    1828
    75  2231   2253   2591   2572    1846
    76  2253   2275   2610   2591    1864
    77  2275   2297   2629   2610    1882
    78  2297   2319   2648   2629    1900
    79  2319   2341   2667   2648    1918
    80  2341   2363   2686   2667    1936
    81  2400   2401   2718   2717    1951
    82  2401   2420   2734   2718    1966
    83  2420   2439   2750   2734    1981
    84  2439   2458   2766   2750    1996
    85  2458   2477   2782   2766    2011
    86  2477   2496   2798   2782    2026
    87  2496   2515   2814   2798    2041
    88  2515   2534   2830   2814    2056
    89  2534   2553   2846   2830    2071
    90  2553   2572   2862   2846    2086
    91  2572   2591   2878   2862    2101
    92  2591   2610   2894   2878    2116
    93  2610   2629   2910   2894    2131
    94  2629   2648   2926   2910    2146
    95  2648   2667   2942   2926    2161
    96  2667   2686   2958   2942    2176
    97  2717   2718   2984   2983    2188
    98  2718   2734   2997   2984    2200
    99  2734   2750   3010   2997    2212
    100  2750   2766   3023   3010    2224
    101  2766   2782   3036   3023    2236
    102  2782   2798   3049   3036    2248
    103  2798   2814   3062   3049    2260
    104  2814   2830   3075   3062    2272
    105  2830   2846   3088   3075    2284
    106  2846   2862   3101   3088    2296
    107  2862   2878   3114   3101    2308
